commune_norm;commune_x;taux_jeunesse;taux_vieillesse;INIV;nb_atm;IEDU;Indice_accessibilite_x;Indice_transport;indice_densite_routiere;Indice_POI;densite_norm;Indice_POI_norm;indice_densite_routiere_norm;indice_transport_norm_x;indice_transport_norm_y;commune_key;commune_y;latitude;longitude;densite
ainharrouda;Ain Harrouda;27.6;10.8;0.9737;;0.7841;17.21;3.12;32.0;1.36;0.1067364929060324;0.8856951871657754;0.9592245989304812;0.8903743315508021;0.9525401069518716;ain harrouda;ain harrouda;33.6353722;-7.4513985;60566.0
ainjemaa;Ain Jemaa;26.8;15.5;0.6988;;0.4768;3.49;0.24;6.8;0.07;0.0221500300539561;0.3776737967914438;0.6844919786096256;0.7737299465240641;0.6627673796791443;ain jemaa;ain jemaa;34.026077;-5.793621;12579.0
ainjohrasidiboukhalkhal;Ain Johra-Sidi Boukhalkhal;27.0;15.5;0.5069;;0.4895;1.42;0.0;2.79;0.11;0.0293153867441782;0.4699197860962567;0.27774064171123;0.3699866310160428;0.2647058823529412;ain johra-sidi boukhalkhal;ain johra-sidi boukhalkhal;34.0137928;-6.3434578;16644.0
ainkaicher;Ain Kaicher;26.5;20.3;0.5575;;0.6064;4.51;0.0;8.93;0.22;0.0068515969138729;0.63201871657754;0.7710561497326203;0.3699866310160428;0.7456550802139037;ain kaicher;ain kaicher;32.7295397;-6.5860472;3900.0
ainkansara;Ain Kansara;30.3;11.1;0.7438;;0.4586;1.6;0.0;3.15;0.15;0.0262588729678325;0.00.5387700534759359;0.3228609625668449;0.3699866310160428;0.3078208556149732;ain kansara;ain kansara;34.1150045;-4.8294936;14910.0
ainkarmaouedrommane;Ain Karma-Oued Rommane;27.8;14.9;0.8384;;0.6074;4.78;0.96;8.88;0.26;0.0246283797480403;0.660427807486631;0.768048128342246;0.8582887700534759;0.7637032085561497;ain karma-oued rommane;ain karma-oued rommane;34.0681965;-5.6511201;13985.0
ainlahsan;Ain Lahsan;28.9;12.7;0.6501;;0.4783;4.21;3.37;6.26;0.33;0.0131091654871296;0.7162433155080213;0.6500668449197861;0.8943850267379679;0.7259358288770054;ain lahsan;ain lahsan;35.56209;-5.57686;7450.0
ainlegdah;Ain Legdah;29.0;14.4;0.3846;;0.2561;3.46;0.0;6.92;0.0;0.0186563678251688;0.0875668449197861;0.6895053475935828;0.3699866310160428;0.6597593582887701;ain legdah;ain legdah;34.167858;-4.502122;10597.0
ainlehjer;Ain Lehjer;28.8;15.4;0.5809;;0.2781;2.24;0.0;4.46;0.07;0.0134493656940701;0.3776737967914438;0.4919786096256685;0.3699866310160428;0.463903743315508;ain lehjer;ain lehjer;34.546546;-2.480355;7643.0
ainleuh;Ain Leuh;22.2;17.7;0.7495;1.0;0.6155;3.2;0.0;6.29;0.29;0.0158149028842984;0.6895053475935828;0.6524064171122995;0.3699866310160428;0.6263368983957219;ain leuh;ain leuh;33.292125;-5.338439;8985.0
ainmaatouf;Ain Maatouf;29.2;16.7;0.4482;;0.5108;2.24;0.0;4.46;0.07;0.0151486040333995;0.3776737967914438;0.4919786096256685;0.3699866310160428;0.463903743315508;ain maatouf;ain maatouf;34.4351606;-4.5566058;8607.0
ainmediouna;Ain Mediouna;28.4;16.5;0.6372;;0.663;1.86;0.0;3.71;0.04;0.0266202255192459;0.25;0.4010695187165775;0.3699866310160428;0.3780080213903743;ain mediouna;ain mediouna;34.4978758;-4.5494571;15115.0
ainorma;Ain Orma;25.0;18.3;0.7898;;0.6248;7.68;0.0;15.33;0.07;0.0057499123059052;0.3776737967914438;0.8850267379679144;0.3699866310160428;0.8599598930481284;ain orma;ain orma;33.8940376;-5.7479925;3275.0
ainsbit;Ain Sbit;28.3;16.1;0.6424;;0.5139;1.3;0.0;2.59;0.04;0.0183531842210561;0.25;0.2520053475935829;0.3699866310160428;0.2332887700534759;ain sbit;ain sbit;33.4889213;-6.444602;10425.0
ainsebaa;Aïn-Sebaâ;21.1;17.0;0.9977;;0.8434;37.23;29.09;54.62;5.95;0.2532711219379778;0.9699197860962568;0.983957219251337;0.984625668449198;0.983288770053476;ain-sebaa;ain-sebaa;33.605;-7.519000;
ainsfa;Ain Sfa;29.4;16.3;0.5471;;0.4501;1.12;0.0;1.99;0.62;0.0077082668650286;0.8125;0.1664438502673796;0.3699866310160428;0.1798128342245989;ain sfa;ain sfa;34.7521334;-2.1432566;4386.0
aintaoujdate;Ain Taoujdate;26.8;13.2;0.9383;;0.7616;13.66;3.37;24.98;0.77;0.0582306416387426;0.8325534759358288;0.9358288770053476;0.8943850267379679;0.9318181818181818;ain taoujdate;ain taoujdate;33.940302;-5.208052;33048.0
aintazitounte;Ain Tazitounte;32.4;15.3;0.4298;;0.315;1.28;0.0;2.53;0.07;0.0081648049665704;0.3776737967914438;0.2436497326203208;0.3699866310160428;0.2269385026737967;ain tazitounte;ain tazitounte;31.1272797;-8.9247195;4645.0
aintimguenai;Ain Timguenai;25.6;17.1;0.9121;;0.6493;7.42;0.0;14.83;0.0;0.011607349029548;0.0875668449197861;0.8783422459893048;0.3699866310160428;0.8556149732620321;ain timguenai;ain timguenai;33.8722781;-4.4816468;6598.0
aintizgha;Ain Tizgha;30.7;10.3;0.9342;;0.7494;3.12;0.0;6.2;0.11;0.0335775841554838;0.4699197860962567;0.6457219251336899;0.3699866310160428;0.6149732620320856;ain tizgha;ain tizgha;33.6525838;-7.0575087;19062.0
ainzohra;Ain Zohra;27.4;16.6;0.6988;;0.4661;1.28;0.0;2.48;0.18;0.0153195854845561;0.5925802139037433;0.2302807486631016;0.3699866310160428;0.2269385026737967;ain zohra;ain zohra;34.6674702;-3.5252412;8704.0
aitaadel;Ait Aadel;33.1;9.8;0.7725;;0.378;1.93;0.0;3.86;0.0;0.0153548393920111;0.0875668449197861;0.4191176470588235;0.3699866310160428;0.393048128342246;ait aadel;ait aadel;31.5996117;-7.2617317;8724.0
aitabbas;Ait Abbas;36.8;8.3;0.1866;;0.269;2.04;0.0;4.06;0.04;0.02384574300254;0.25;0.4441844919786096;0.3699866310160428;0.4204545454545454;ait abbas;ait abbas;31.738617;-6.6053803;13541.0
aitabdallah;Ait Abdallah;15.9;34.4;0.6921;;0.3259;2.93;0.0;5.79;0.18;0.0027868213843151;0.5925802139037433;0.6139705882352942;0.3699866310160428;0.5865641711229946;ait abdallah;ait abdallah;29.8138163;-8.7686331;1594.0
aitaissaihahane;Ait Aissa Ihahane;23.5;27.0;0.4128;;0.2474;1.78;0.0;3.56;0.0;0.0044948732005083;0.0875668449197861;0.3800133689839572;0.3699866310160428;0.3602941176470588;ait aissa ihahane;ait aissa ihahane;32.0;-6.0;2563.0
aitalioulahcen;Ait Ali Ou Lahcen;28.5;12.9;0.375;;0.5291;1.25;0.0;2.49;0.0;0.0090355764807081;0.0875668449197861;0.2336229946524064;0.3699866310160428;0.212566844919786;ait ali ou lahcen;ait ali ou lahcen;34.0386644;-6.4915415;5139.0
aitamira;Ait Amira;30.0;6.4;0.8992;1.0;0.6037;4.41;10.82;1.99;0.84;0.1995230146321343;0.8392379679144385;0.1664438502673796;0.9545454545454546;0.7396390374331551;ait amira;ait amira;30.1768183;-9.4891392;113205.0
aitammar;Ait Ammar;25.5;20.0;0.672;;0.5707;1.4;0.0;2.81;0.0;0.0059561476645167;0.0875668449197861;0.2810828877005347;0.3699866310160428;0.2586898395721925;ait ammar;ait ammar;33.0622705;-6.6637876;3392.0
aitayach;Ait Ayach;28.4;12.9;0.7999;;0.6571;1.18;0.0;2.2;0.4;0.0227722615205362;0.7536764705882353;0.1971925133689839;0.3699866310160428;0.1935160427807486;ait ayach;ait ayach;32.670078;-4.9553486;12932.0
aitbaha;Ait Baha;25.7;13.6;0.9516;1.0;0.6562;17.81;0.72;34.95;0.59;0.0105655960642537;0.8068181818181818;0.9685828877005348;0.8462566844919787;0.9545454545454546;ait baha;ait baha;30.070334;-9.154578;6007.0
aitbazza;Ait Bazza;27.1;17.4;0.0884;;0.2805;2.03;0.0;4.06;0.0;0.0042022657686321;0.0875668449197861;0.4441844919786096;0.3699866310160428;0.4171122994652406;ait bazza;ait bazza;33.3964888;-4.2228786;2397.0
aitbelkacem;Ait Belkacem;25.8;17.5;0.6762;;0.6215;1.58;0.0;3.15;0.0;0.0077223684280106;0.0875668449197861;0.3228609625668449;0.3699866310160428;0.3048128342245989;ait belkacem;ait belkacem;33.829927;-6.3756027;4394.0
aitbenyacoub;Ait Ben Yacoub;26.2;16.9;0.8084;;0.5355;0.74;0.0;1.47;0.0;0.0065748537403514;0.0875668449197861;0.1019385026737968;0.3699866310160428;0.0892379679144385;ait ben yacoub;ait ben yacoub;32.9903967;-4.8877467;3743.0
aitblal;Ait Blal;34.0;9.5;0.5425;;0.3173;4.74;0.0;9.46;0.07;0.0135886186285172;0.3776737967914438;0.7887700534759359;0.3699866310160428;0.7613636363636364;ait blal;ait blal;31.6767667;-6.6949737;7722.0
aitboubidmane;Ait Boubidmane;28.2;12.2;0.8289;;0.6056;9.31;0.0;18.61;0.04;0.0401312855513623;0.25;0.9077540106951872;0.3699866310160428;0.8880347593582888;ait boubidmane;ait boubidmane;33.8167388;-5.2749377;22780.0
aitboudaoud;Ait Boudaoud;37.7;15.0;0.7695;;0.4653;0.61;0.0;1.12;0.26;0.0083622268483183;0.660427807486631;0.0635026737967914;0.3699866310160428;0.0638368983957219;ait boudaoud;ait boudaoud;30.6104695;-5.4720541;4757.0
aitboufoulen;Ait Boufoulen;22.8;18.6;0.5671;;0.2702;2.52;0.0;5.01;0.07;0.0016357813059104;0.3776737967914438;0.5571524064171123;0.3699866310160428;0.5320855614973262;ait boufoulen;ait boufoulen;29.2385027;-9.7548688;941.0
aitbououlli;Ait Bou Oulli;32.1;10.2;0.7252;;0.4432;1.03;0.0;1.91;0.4;0.0211153278701528;0.7536764705882353;0.1567513368983957;0.3699866310160428;0.1527406417112299;ait bou oulli;ait bou oulli;31.5646961;-6.6318368;11992.0
aitbourzouine;Ait Bourzouine;28.1;12.9;0.8508;;0.6285;2.05;0.0;4.05;0.15;0.0139129545771029;0.5387700534759359;0.4411764705882353;0.3699866310160428;0.4244652406417112;ait bourzouine;ait bourzouine;33.6410815;-5.5114478;7906.0
aitbouyahiaelhajjama;Ait Bouyahia El Hajjama;23.4;19.1;0.7987;;0.6788;5.89;0.0;11.73;0.11;0.0078933498791672;0.4699197860962567;0.839572192513369;0.3699866310160428;0.8148395721925134;ait bouyahia el hajjama;ait bouyahia el hajjama;32.0;-6.0;4491.0
aitdaoud;Ait Daoud;31.8;12.8;0.8419;;0.403;3.33;0.0;6.64;0.07;0.0063739064678581;0.3776737967914438;0.6751336898395722;0.3699866310160428;0.6420454545454546;ait daoud;ait daoud;31.0804675;-9.3512648;3629.0
aitelfarsi;Ait El Farsi;36.4;13.2;0.6843;;0.5353;0.88;0.0;1.61;0.37;0.0099416019023008;0.7356283422459893;0.1169786096256684;0.3699866310160428;0.1169786096256684;ait el farsi;ait el farsi;31.3506996;-5.3032128;5653.0
aitelmane;Ait El Mane;25.1;20.5;0.3026;;0.4462;1.67;0.0;3.3;0.11;0.00296309092159;0.4699197860962567;0.3432486631016043;0.3699866310160428;0.3265374331550802;ait el mane;ait el mane;33.4513807;-4.3225704;1694.0
aiterkha;Ait Erkha;28.6;18.0;0.8202;;0.5654;3.28;0.24;6.39;0.07;0.0078810110115579;0.3776737967914438;0.6587566844919787;0.7737299465240641;0.6377005347593583;ait erkha;ait erkha;29.360287;-9.621313;4484.0
aitfaska;Ait Faska;29.4;11.4;0.9253;;0.7034;4.79;8.17;4.48;0.51;0.0582676582415703;0.7881016042780749;0.4939839572192513;0.9425133689839572;0.7650401069518716;ait faska;ait faska;31.541043;-7.6790192;33069.0
aithaddouyoussef;Ait Haddou Youssef;34.1;10.4;0.4655;;0.325;1.25;0.0;2.49;0.0;0.0090972708187543;0.0875668449197861;0.2336229946524064;0.3699866310160428;0.212566844919786;ait haddou youssef;ait haddou youssef;30.9375379;-8.722673;5174.0
aithadi;Ait Hadi;29.5;13.3;0.7622;;0.5571;3.2;0.0;6.35;0.11;0.0155663628367409;0.4699197860962567;0.6557486631016043;0.3699866310160428;0.6263368983957219;ait hadi;ait hadi;31.3901442;-8.7835808;8844.0
aithammou;Ait Hammou;30.3;13.9;0.6471;;0.3415;0.84;0.0;1.66;0.04;0.0126473392994696;0.25;0.1213235294117647;0.3699866310160428;0.1096256684491978;ait hammou;ait hammou;32.2123687;-8.261889;7188.0
aithani;Ait Hani;34.3;12.3;0.652;;0.4387;1.26;0.0;2.2;0.81;0.0195782575051162;0.8362299465240641;0.1971925133689839;0.3699866310160428;0.2172459893048128;ait hani;ait hani;31.774839;-5.4583929;11120.0
aitharzallah;Ait Harz Allah;28.3;12.8;0.7439;;0.5276;3.74;0.0;7.48;0.0;0.0239567928110231;0.0875668449197861;0.7179144385026738;0.3699866310160428;0.6881684491978609;ait harz allah;ait harz allah;33.7461438;-5.2928564;13604.0
aithkimaityzid;Ait Hkim-Ait Yzid;31.3;10.6;0.7088;;0.4756;1.18;0.0;2.35;0.04;0.0142619682609071;0.25;0.2145721925133689;0.3699866310160428;0.1935160427807486;ait hkim-ait yzid;ait hkim-ait yzid;31.4797778;-7.2037416;8104.0
aitiaaza;Ait Iaaza;26.4;10.6;0.9649;;0.771;7.36;0.0;14.48;0.59;0.0304523252596009;0.8068181818181818;0.8729946524064172;0.3699866310160428;0.8526069518716578;ait iaaza;ait iaaza;30.5064594;-8.7911541;17289.0
aitichou;Ait Ichou;24.5;17.1;0.0289;;0.2767;0.98;0.0;1.93;0.07;0.0025400440321304;0.3776737967914438;0.160427807486631;0.3699866310160428;0.1427139037433155;ait ichou;ait ichou;33.5317776;-6.0416064;1454.0
aitigas;Ait Igas;28.4;13.4;0.8202;;0.635;0.26;0.0;0.5;0.04;0.0182703375385369;0.25;0.0193850267379679;0.3699866310160428;0.0143716577540106;ait igas;ait igas;30.542391;-8.719923;10378.0
aitikkou;Ait Ikkou;24.0;20.2;0.2308;;0.2874;1.58;0.0;3.13;0.07;0.0143941704138632;0.3776737967914438;0.3191844919786096;0.3699866310160428;0.3048128342245989;ait ikkou;ait ikkou;33.6546674;-6.0896598;8179.0
aitimour;Ait Imour;28.3;13.6;0.7786;;0.581;2.42;4.33;2.2;0.11;0.025708912011535;0.4699197860962567;0.1971925133689839;0.9070855614973262;0.508355614973262;ait imour;ait imour;31.5492769;-8.3470153;14598.0
aitishaq;Ait Ishaq;23.8;17.7;0.8193;;0.5725;1.85;0.0;3.63;0.18;0.031425333105358;0.5925802139037433;0.3907085561497326;0.3699866310160428;0.3760026737967914;ait ishaq;ait ishaq;32.7630212;-5.7261667;17841.0
aitissafen;Ait Issafen;16.1;34.2;0.6302;;0.1966;2.2;0.0;4.38;0.07;0.004070063615676;0.3776737967914438;0.4822860962566845;0.3699866310160428;0.4582219251336898;ait issafen;ait issafen;29.594843;-9.342264;2322.0
aitizdeg;Ait Izdeg;30.8;13.3;0.7413;;0.625;0.9;0.0;1.68;0.29;0.012721372505125;0.6895053475935828;0.1226604278074866;0.3699866310160428;0.1226604278074866;ait izdeg;ait izdeg;32.6487032;-4.7604822;7230.0
aitkamra;Ait Kamra;27.9;15.6;0.8791;;0.6302;2.34;0.0;4.6;0.18;0.0131285551362299;0.5925802139037433;0.5086898395721925;0.3699866310160428;0.4889705882352941;ait kamra;ait kamra;35.1434894;-3.9877266;7461.0
aitmait;Ait Mait;23.8;20.7;0.6971;;0.4189;1.26;0.0;2.48;0.11;0.0082529397352079;0.4699197860962567;0.2302807486631016;0.3699866310160428;0.2172459893048128;ait mait;ait mait;35.0763862;-3.3321964;4695.0
aitmajden;Ait Majden;29.4;13.7;0.6148;;0.5021;0.2;0.0;0.41;0.0;0.0324952891966163;0.0875668449197861;0.0160427807486631;0.3699866310160428;0.0113636363636363;ait majden;ait majden;31.851449;-6.965952;18448.0
aitmakhlouf;Ait Makhlouf;23.8;18.8;0.5499;;0.3398;0.7;0.0;1.41;0.0;0.0072658303264688;0.0875668449197861;0.0955882352941176;0.3699866310160428;0.0805481283422459;ait makhlouf;ait makhlouf;30.602256;-8.9101093;4135.0
aitmalek;Ait Malek;26.4;15.0;0.5872;;0.4856;1.78;0.0;3.5;0.15;0.0066911916349528;0.5387700534759359;0.3729946524064171;0.3699866310160428;0.3602941176470588;ait malek;ait malek;33.949357;-6.4678395;3809.0
aitmazigh;Ait Mazigh;30.1;16.9;0.3814;;0.535;2.34;0.0;4.65;0.07;0.0048509376658035;0.3776737967914438;0.5143716577540107;0.3699866310160428;0.4889705882352941;ait mazigh;ait mazigh;32.0094213;-6.3461299;2765.0
aitmelloul;Ait Melloul;26.6;10.5;0.9841;;0.7874;29.54;36.06;35.32;5.29;0.3709892070162326;0.9649064171122996;0.9692513368983956;0.9893048128342246;0.9745989304812834;ait melloul;ait melloul;30.3387947;-9.5044701;210480.0
aitmhamed;Ait M'hamed;33.7;11.1;0.2383;;0.3356;0.97;0.0;1.9;0.11;0.0414550697762963;0.4699197860962567;0.1547459893048128;0.3699866310160428;0.1400401069518716;ait m'hamed;ait m'hamed;31.8562527;-6.5270527;23531.0
aitmilk;Ait Milk;23.8;20.7;0.7913;;0.5087;3.82;0.0;7.64;0.0;0.0151415532519085;0.0875668449197861;0.7316176470588235;0.3699866310160428;0.7002005347593583;ait milk;ait milk;29.9518671;-9.386831;8603.0
aitmimoune;Ait Mimoune;26.3;17.0;0.4568;;0.5257;3.1;0.0;6.2;0.0;0.012427002377876;0.0875668449197861;0.6457219251336899;0.3699866310160428;0.6119652406417112;ait mimoune;ait mimoune;33.7808266;-5.7822457;7063.0
aitmzal;Ait Mzal;20.7;25.4;0.7078;;0.4433;7.24;0.48;14.17;0.07;0.0055560158149028;0.3776737967914438;0.8709893048128342;0.8235294117647058;0.8509358288770054;ait mzal;ait mzal;30.0551903;-9.1113053;3165.0
aitnaamane;Ait Naamane;27.1;13.8;0.7757;;0.5618;3.16;0.0;6.32;0.0;0.0103011917583415;0.0875668449197861;0.6544117647058824;0.3699866310160428;0.6206550802139037;ait naamane;ait naamane;33.6724984;-5.296042;5857.0
aitouaarda;Ait Ouaarda;29.7;16.6;0.6822;;0.6139;3.73;0.0;7.45;0.04;0.0025488575089941;0.25;0.714572192513369;0.3699866310160428;0.6861631016042781;ait ouaarda;ait ouaarda;32.1412442;-6.5369011;1459.0
aitouabelli;Ait Ouabelli;23.0;21.1;0.6738;;0.5912;0.24;0.0;0.46;0.07;0.0037386768855993;0.3776737967914438;0.0180481283422459;0.3699866310160428;0.0133689839572192;ait ouabelli;ait ouabelli;29.2276672;-8.5390018;2134.0
aitouadrim;Ait Ouadrim;23.1;24.4;0.6409;;0.2738;2.42;0.0;4.82;0.04;0.0087041897506314;0.25;0.5391042780748663;0.3699866310160428;0.508355614973262;ait ouadrim;ait ouadrim;30.0397683;-9.2327858;4951.0
aitouafqa;Ait Ouafqa;19.1;31.0;0.7152;;0.3525;1.82;0.0;3.59;0.11;0.0057111330077047;0.4699197860962567;0.3830213903743315;0.3699866310160428;0.3693181818181818;ait ouafqa;ait ouafqa;29.4120589;-9.155177;3253.0
aitouallal;Ait Ouallal;65.4;22.5;0.8607;;0.6614;14.93;0.96;28.1;2.94;0.0542980682621409;0.9351604278074866;0.946524064171123;0.8582887700534759;0.9344919786096256;ait ouallal;ait ouallal;33.8569498;-5.6862504;19079.0
aitouallal;Ait Ouallal;65.4;22.5;0.8607;;0.6614;14.93;0.96;28.1;2.94;0.0542980682621409;0.9351604278074866;0.946524064171123;0.8582887700534759;0.9344919786096256;ait ouallal;ait ouallal;33.8569498;-5.6862504;11751.0
aitouassif;Ait Ouassif;31.8;13.1;0.8389;;0.524;1.43;0.0;2.59;0.66;0.0156386333470236;0.8171791443850267;0.2520053475935829;0.3699866310160428;0.2663770053475935;ait ouassif;ait ouassif;31.2336285;-6.1500341;8885.0
aitouikhalfen;Ait Ouikhalfen;26.6;15.6;0.6291;;0.4429;2.02;0.0;4.03;0.0;0.0057252345706867;0.0875668449197861;0.4381684491978609;0.3699866310160428;0.4154411764705882;ait ouikhalfen;ait ouikhalfen;33.6165093;-5.7209195;3261.0
aitoumdis;Ait Oumdis;32.5;11.3;0.3489;;0.2988;0.6;0.0;1.19;0.04;0.0244926522043387;0.25;0.070187165775401;0.3699866310160428;0.061163101604278;ait oumdis;ait oumdis;31.4880958;-7.0661277;13908.0
aitoumelbekht;Ait Oum El Bekht;23.7;17.0;0.5312;;0.4587;1.34;0.0;2.67;0.04;0.0138371586760747;0.25;0.2623663101604278;0.3699866310160428;0.2399732620320855;ait oum el bekht;ait oum el bekht;32.6553029;-5.8851704;7863.0
aitouqabli;Ait Ouqabli;30.5;12.6;0.5378;;0.3943;1.4;0.0;2.75;0.15;0.0059790627043624;0.5387700534759359;0.2723930481283422;0.3699866310160428;0.2586898395721925;ait ouqabli;ait ouqabli;32.3211626;-6.0303853;3405.0
aitouribel;Ait Ouribel;26.1;17.0;0.6854;;0.5504;4.82;0.0;9.51;0.33;0.0165023540796703;0.7162433155080213;0.7911096256684492;0.3699866310160428;0.7663770053475936;ait ouribel;ait ouribel;33.7747607;-6.1338308;9375.0
aitourir;Ait Ourir;28.5;11.0;0.9619;;0.7819;7.44;6.49;10.39;1.47;0.100161639165681;0.892379679144385;0.8141711229946524;0.927807486631016;0.856951871657754;ait ourir;ait ourir;31.563898;-7.662276;56836.0
aitsaadelli;Ait Saadelli;25.8;15.3;0.6631;;0.5773;0.46;0.0;0.93;0.0;0.0046112110951097;0.0875668449197861;0.0477941176470588;0.3699866310160428;0.0381016042780748;ait saadelli;ait saadelli;32.6252332;-5.3437376;2629.0
aitsaghrouchen;Ait Saghrouchen;26.5;17.6;0.7073;;0.5508;1.69;0.0;3.37;0.04;0.0266642929035646;0.25;0.3526069518716577;0.3699866310160428;0.3312165775401069;ait saghrouchen;ait saghrouchen;33.9555361;-6.8215309;15140.0
aitsaid;Ait Said;29.8;18.1;0.4749;;0.3016;2.28;0.0;4.57;0.0;0.0106008499717087;0.0875668449197861;0.5046791443850267;0.3699866310160428;0.4739304812834224;ait said;ait said;31.436504;-9.4561854;6027.0
aitsebaalajrouf;Ait Sebaa Lajrouf;30.0;12.0;0.7414;;0.5824;1.64;0.0;3.17;0.26;0.0329412511259216;0.660427807486631;0.3272058823529412;0.3699866310160428;0.3175133689839572;ait sebaa lajrouf;ait sebaa lajrouf;33.7372855;-5.0899045;18701.0
aitsedratejbeleloulia;Ait Sedrate Jbel El Oulia;31.3;12.8;0.8064;;0.6164;0.37;0.0;0.55;0.48;0.0087517825256956;0.777072192513369;0.0213903743315508;0.3699866310160428;0.0267379679144385;ait sedrate jbel el oulia;ait sedrate jbel el oulia;31.6430431;-6.0297757;4978.0
aitsedratejbelelsoufla;;;;;;;0.87;0.0;0.7;2.61;0.0091924563688827;0.9294786096256684;0.0314171122994652;0.3699866310160428;0.1136363636363636;;;31.1728205;-7.3362482;
aitsedratejebelsoufla;Ait Sedrate Jebel Soufla;27.1;14.3;0.9213;;0.6318;0.87;0.0;0.7;2.61;0.0091924563688827;0.9294786096256684;0.0314171122994652;0.3699866310160428;0.1136363636363636;ait sedrate jebel soufla;ait sedrate jebel soufla;32.0;-6.0;5228.0
aitsedratesahlcharkia;Ait Sedrate Sahl Charkia;32.6;13.1;0.7808;;0.4951;0.5;0.0;0.87;0.33;0.0271578476079342;0.7162433155080213;0.0434491978609625;0.3699866310160428;0.043783422459893;ait sedrate sahl charkia;ait sedrate sahl charkia;31.2480311;-6.0904589;15420.0
aitsedratesahlelgharbia;Ait Sedrate Sahl El-Gharbia;33.1;12.1;0.6734;;0.5244;0.9;0.24;1.27;0.95;0.0352045519845305;0.8539438502673797;0.0788770053475935;0.7737299465240641;0.1226604278074866;ait sedrate sahl el-gharbia;ait sedrate sahl el-gharbia;31.1884048;-6.2026369;19985.0
aitsiberne;Ait Siberne;26.3;17.5;0.4545;;0.3386;3.38;0.0;6.76;0.0;0.0082194485231256;0.0875668449197861;0.68048128342246;0.3699866310160428;0.6490641711229946;ait siberne;ait siberne;33.8487813;-5.9052505;4676.0
aitsididaoud;Ait Sidi Daoud;28.5;13.1;0.8186;;0.6067;2.28;3.85;2.23;0.07;0.0369725354433972;0.3776737967914438;0.2035427807486631;0.902072192513369;0.4739304812834224;ait sidi daoud;ait sidi daoud;31.6344693;-7.6857162;20988.0
aittaguella;Ait Taguella;29.6;12.8;0.754;;0.6292;6.41;0.24;12.03;1.62;0.0152349761066642;0.8993983957219251;0.8429144385026738;0.7737299465240641;0.8315508021390374;ait taguella;ait taguella;31.927235;-6.749768;8656.0
aittaleb;Ait Taleb;31.5;13.1;0.5953;;0.3729;0.63;0.0;1.26;0.0;0.0141808842737606;0.0875668449197861;0.0778743315508021;0.3699866310160428;0.0665106951871657;ait taleb;ait taleb;32.3830981;-8.1858227;8058.0
aittamlil;Ait Tamlil;31.6;11.6;0.3644;;0.1863;0.88;0.48;0.87;1.51;0.0318607188624269;0.8940508021390374;0.0434491978609625;0.8235294117647058;0.1169786096256684;ait tamlil;ait tamlil;31.482514;-6.945495;18088.0
aityaazem;Ait Yaazem;26.2;14.9;0.8179;;0.6014;5.71;0.0;11.42;0.0;0.0297877891040748;0.0875668449197861;0.8328877005347594;0.3699866310160428;0.80548128342246;ait yaazem;ait yaazem;33.73255;-5.579042;16912.0
aityadine;Ait Yadine;30.1;13.6;0.6666;;0.5221;1.2;0.0;2.41;0.0;0.0370060266554794;0.0875668449197861;0.2212566844919786;0.3699866310160428;0.1991978609625668;ait yadine;ait yadine;33.9704133;-6.0175027;21007.0
aityahya;Ait Yahya;32.2;14.0;0.5928;;0.4735;0.39;0.0;0.72;0.15;0.007544336195363;0.5387700534759359;0.034090909090909;0.3699866310160428;0.0284090909090909;ait yahya;ait yahya;32.2491224;-5.1710824;4293.0
aityoul;Ait Youl;30.4;14.0;0.9064;;0.5832;1.15;0.0;2.0;0.73;0.0082264993046166;0.8278743315508021;0.1681149732620321;0.3699866310160428;0.186163101604278;ait youl;ait youl;31.419727;-6.008253;4680.0
aityoussefouali;Ait Youssef Ou Ali;24.2;16.1;0.8852;1.0;0.5716;2.51;0.0;4.68;0.84;0.0243216707531821;0.8392379679144385;0.518048128342246;0.3699866310160428;0.5284090909090909;ait youssef ou ali;ait youssef ou ali;35.1658927;-3.8950035;13811.0
aitzineb;Ait Zineb;27.2;15.9;0.9105;1.0;0.6855;1.63;0.0;1.88;3.45;0.0185365045398219;0.9455213903743316;0.1524064171122994;0.3699866310160428;0.3148395721925133;ait zineb;ait zineb;30.9888447;-7.1348;10529.0
ajdir;Ajdir;48.4;33.900000000000006;0.8037;;0.6145;7.0200000000000005;0.48;13.05;1.76;0.0250655282004818;0.9064171122994652;0.8579545454545454;0.8235294117647058;0.8469251336898396;ajdir;ajdir;34.767098;-3.9345471;8638.0
ajdir;Ajdir;48.4;33.900000000000006;0.8037;;0.6145;7.0200000000000005;0.48;13.05;1.76;0.0250655282004818;0.9064171122994652;0.8579545454545454;0.8235294117647058;0.8469251336898396;ajdir;ajdir;34.767098;-3.9345471;5608.0
akarma;Akarma;32.7;12.4;0.636;;0.5041;1.27;0.0;2.54;0.0;0.0084292092724827;0.0875668449197861;0.2456550802139037;0.3699866310160428;0.2215909090909091;akarma;akarma;31.8997862;-7.6284667;4795.0
akhfennir;Akhfennir;29.3;9.4;0.9262;;0.684;;;;;0.0049849025141324;0.0;0.0;0.0;0.0;akhfennir;akhfennir;27.9330925;-11.963037;2841.0
